name,date,rate,type,director,cast,country
跳舞吧,07/26/2019,5.0,"剧情, 喜剧, 歌舞",林育贤,"艾伦, 金春花, 彭杨, 宋楠惜, 静芳, 李泰延, 焦刚, 石悦安鑫, 王霏霏, 张信哲", 中国大陆
无主之城,07/24/2019,6.4,"悬疑, 冒险",赵天宇,"杜淳, 刘奕君, 许龄月, 代旭, 宁理, 陈雨锶", 中国大陆
银河补习班,07/18/2019,6.3,剧情,"邓超, 俞白眉","邓超, 白宇, 任素汐, 王西, 孙浠伦, 李建义, 梁超, 邵兵, 王戈, 吴亚衡, 魏尊, 冯泽昂, 吴京", 中国大陆
巨鳄风暴 ,09/12/2019,5.6,"剧情, 惊悚, 灾难",亚历山大·阿嘉,"卡雅·斯考达里奥, 巴里·佩珀, 罗斯·安德森, 安森·布恩, 乔治·索纳, 阿米, 梅特卡夫, 何塞, 帕尔马, 莫菲德·克拉克, 安娜玛丽亚·塞尔达, 萨凡纳·斯泰恩, 乔瓦娜·德拉加, 柯林·麦克法兰, 蒂娜, 普里比切维奇", 美国 / 塞尔维亚 / 加拿大
遗落战境 ,05/10/2013,7.0,"动作, 科幻, 冒险",约瑟夫·科辛斯基,"汤姆·克鲁斯, 摩根·弗里曼, 欧嘉·柯瑞兰寇, 尼古拉·科斯特, 瓦尔道, 佐伊·贝尔, 梅丽莎·里奥, 安德丽娅·赖斯伯勒", 美国
狮子王 ,07/12/2019,7.3,"剧情, 动画, 冒险",乔恩·费儒,"唐纳德·格洛弗, 阿尔法·伍达德, 詹姆斯·厄尔, 琼斯, 切瓦特·埃加福, 科甘, 迈克尔·凯, 塞斯·罗根, 比利·艾希纳, 碧昂丝, 埃里克·安德烈, 弗洛伦丝·卡松巴, 约翰·卡尼, 约翰·奥利弗, 艾米·塞德丽丝", 美国
寄生虫 ,05/21/2019,8.8,"剧情, 喜剧",奉俊昊,"宋康昊, 李善均, 曹如晶, 崔宇植, 朴素丹, 李姃垠, 张慧珍, 郑知晓, 朴明勋, 朴叙俊, 朴根禄, 郑贤俊, 朴孝新, 安德烈亚斯·弗龙克", 韩国
蜘蛛侠,06/28/2019,7.7,"动作, 科幻, 冒险",乔·沃茨,"汤姆·赫兰德, 赞达亚, 杰克·吉伦哈尔, 寇碧·史莫德斯, 塞缪尔·杰克逊, 乔恩·费儒, 玛丽莎·托梅, 雅各布·巴特朗, 安格瑞·赖斯, 马丁·斯塔尔, 瑞米·许, 纽曼·阿卡, 托尼·雷沃罗利, 斯穆夫, 赫米基·马德拉, 戴维娜·西塔拉姆, 约瑟夫·朗, 露丝·霍洛克斯, 希滕·珀泰尔, 杰罗恩·凡, 康宁斯伯格, 列尼斯·德洛桑托斯, 查利·蕾娅, 埃斯奎尔, 费斯·洛根, 西蒙斯, 小罗伯特·唐尼", 美国
玩具总动员4 ,06/21/2019,8.6,"喜剧, 动画, 奇幻",乔什·库雷,"汤姆·汉克斯, 蒂姆·艾伦, 安妮·波茨, 托尼·海尔, 科甘, 迈克尔·凯, 玛德琳·麦格劳, 克里斯蒂娜·亨德里克斯, 乔丹·皮尔, 基努·里维斯, 松村艾丽, 杰伊·埃尔南德斯, 罗里·艾伦, 琼·库萨克, 邦尼·亨特, 克里斯汀·沙尔, 华莱士·肖恩, 约翰·拉岑贝格, 布莱克·克拉克, 朱恩·斯奎布, 卡尔·韦瑟斯, 唐·里克斯, 杰夫·格尔林, 朱莉安娜·汉森, 爱丝黛儿·哈里斯, 劳里·梅特卡夫, 史蒂夫·波赛尔, 梅尔·布鲁克斯, 艾伦·欧朋海默, 卡罗尔·博内特, 贝蒂·怀特, 卡尔·雷纳, 比尔·哈德尔, 帕特丽夏·阿奎特, 提摩西·道尔顿, 弗利, 梅丽莎·维亚西诺尔, 杰夫·皮金, 约翰·莫里斯", 美国
痛苦与荣耀 ,03/13/2019,8.5,"剧情, 同性",佩德罗·阿莫多瓦,"安东尼奥·班德拉斯, 阿谢尔·埃特塞安迪亚, 莱昂纳多·斯巴拉格利亚, 诺拉·纳瓦斯, 胡丽叶塔·塞拉诺, 塞萨尔·文森特, 阿瑟·弗洛雷斯, 佩内洛普·克鲁兹, 塞西莉亚·罗特, 苏西·桑切斯, 劳尔·阿雷瓦洛, 佩德罗·卡萨布兰科, 朱利安·洛佩兹, 伊娃·马丁, 马里索尔·穆里尔, 阿古斯丁·阿莫多瓦, 沃伦·比蒂, 埃丝特·加西亚, 米娜, 玛丽莲·梦露, 娜塔莉·伍德", 西班牙 / 法国
春潮,05/17/2020,7.2,"剧情, 家庭",杨荔钠,"郝蕾, 金燕玲, 曲隽希, 李文波, 张紫淇, 韩佳娟, 赵阳, 李至强, 黄尚禾, 杨均柏, 吕冬梅, 王亚楠, 闫肃", 中国大陆
黑衣人,06/14/2019,5.6,"喜剧, 动作, 科幻",加里·格雷,"克里斯·海姆斯沃斯, 泰莎·汤普森, 丽贝卡·弗格森, 库梅尔·南贾尼, 拉菲·斯波, 艾玛·汤普森, 连姆·尼森, 戴维娜·西塔拉姆, 纳西尔·贾玛, 维克托里娅·菲斯, 佩内洛普·卡普迪雅, 斯蒂芬·怀特, 安纳托·陶布曼, 露丝·霍洛克斯, 贝恩·科拉科, 马西·哈里尔, 希滕·珀泰尔, 通恰伊·古奈什, 艾德里安·阿尔瓦拉多, 史蒂芬·萨姆森, 曼迪娅·弗罗里, 黄渤, 伊隆·马斯克", 美国
,06/06/2019,5.8,"动作, 科幻, 冒险",西蒙·金伯格,"苏菲·特纳, 詹姆斯·麦卡沃伊, 迈克尔·法斯宾德, 詹妮弗·劳伦斯, 尼古拉斯·霍尔特, 泰伊·谢里丹, 亚历山德拉·希普, 埃文·彼得斯, 柯蒂·斯密特, 麦菲, 杰西卡·查斯坦, 斯科特·, 谢泼德, 奥托·艾森度, 布莱恩·达西, 詹姆斯, 豪斯顿·塞奇, 拉马尔·约翰逊, 莎莫·芳塔娜, 汉娜·艾米莉, 安德森, 乔什·麦克拉伦, 凯伦·伊万尼, 拉斐尔·格罗斯, 哈维, 朱利安·拜利, 塞巴斯蒂安·麦克莱恩, 毛里齐奥·泰拉扎诺, 西蒙·阿兰, 克里斯·克雷蒙, 唐尼·法尔塞蒂, 布拉迪·艾伦, 安德鲁·斯特林, 科塔·埃伯哈特, 泰勒·艾略特, 伯克, 弗兰克·方丹, 艾伦·沙努安, 亚历山大·贝朗格, 奥利维耶·拉玛舒, 沙维尔·索特洛", 美国 / 加拿大
哥斯拉2,05/31/2019,6.3,"动作, 科幻, 冒险, 灾难",迈克尔·道赫蒂,"凯尔·钱德勒, 维拉·法米加, 米莉·波比, 布朗, 章子怡, 渡边谦, 布莱德利·惠特福德, 托马斯·米德蒂奇, 艾莎·辛德斯, 莎莉·霍金斯, 查尔斯·丹斯, 大卫·斯特雷泽恩, 小奥谢拉·杰克逊, 希·庞德, 安东尼·拉莫斯, 杰森·莱尔斯, 乔纳森·霍华德, 莱尔·布罗卡托, 兰德尔·, 海文斯, 马特恩, 吉米·冈萨雷斯, 萨莎·里翁达, 文斯·福斯特, 贾斯蒂斯·利克, 菲奥娜·哈丁汉姆, 露西·卡罗尔, 约书亚·利瑞, 艾伦·马克森, 肯尼斯·以色列, 阿尔·维森特, 塞西尔·, 亨利, 迈克尔·大卫, 育尔, 本杰明·韦弗, 卡梅伦·布鲁姆布罗, 帕蒂·舍尔哈斯, 理查德·多顿, 詹姆斯·斯特林, 麦克斯威尔·海史密斯, 贾斯汀·斯劳特, 肖恩·索斯, 马科·查卡, 蒂莫西·卡尔", 美国 / 日本 / 中国大陆 / 加拿大
疾速追杀3 ,05/17/2019,7.9,"动作, 惊悚, 犯罪",查德·斯塔赫斯基,"基努·里维斯, 哈莉·贝瑞, 劳伦斯·菲什伯恩, 安杰丽卡·休斯顿, 伊恩·麦柯肖恩, 马克·达卡斯考斯, 艾莎·凯特, 狄龙, 兰斯·莱迪克, 萨伊德·塔格马奥, 杰罗姆·弗林, 杰森·曼楚克斯, 托拜厄斯·西格尔, 博班·马里亚诺维奇, 罗宾·泰勒, 罗比·德拉费勒, 费斯·洛根, 雅彦·鲁伊安, 兰德尔·杜克, 金, 袁之正, 陈虎, 安东尼·帕迪利亚, 斯特凡尼娅·马卡洛娃, 西尔维奥·西马克, 马米·科西科, 罗曼·米蒂齐扬, 塞塞普·阿里夫, 拉赫曼, 安妮·比萨比亚, 约翰·盖蒂尔", 美国
大侦探皮卡丘 ,05/10/2019,6.5,"喜剧, 动画, 奇幻, 冒险",罗伯·莱特曼,"瑞恩·雷诺兹, 贾斯蒂斯·史密斯, 凯瑟琳·纽顿, 克里斯·吉尔, 比尔·奈伊, 渡边谦, 瑞塔·奥拉, 苏琪·沃特豪斯, 卡兰·索尼, 普莉安卡·伯福德, 乔丹·朗, 贝恩·科拉科, 卡迪夫·克尔万, 奥马尔·查帕罗, 伯纳多·桑托斯, 大谷育江, 露丝·霍洛克斯, 丹尼尔·厄根, 贾格·帕特尔, 查利·蕾娅, 埃斯奎尔, 黛博拉·洛克, 所罗门·塔伊沃, 贾斯提费尔德, 尼克·欧文福特, 凯文·马塔迪恩, 迪柏洛, 竹内凉真", 美国 / 日本 / 英国 / 加拿大
权力的游戏 第八季 ,04/14/2019,6.1,"剧情, 奇幻, 冒险","米格尔·萨普什尼克, 大卫·纳特, 戴维·贝尼奥夫, 威斯","艾米莉亚·克拉克, 基特·哈灵顿, 彼特·丁拉基, 苏菲·特纳, 麦茜·威廉姆斯, 琳娜·海蒂, 伊萨克·亨普斯特德, 怀特, 尼古拉·科斯特, 瓦尔道, 约翰·, 布莱德利, 阿尔菲·艾伦, 皮鲁·埃斯贝克, 格温多兰·克里斯蒂, 利亚姆·坎宁安, 娜塔莉·伊曼纽尔, 康勒斯·希尔, 罗伊·麦克凯恩, 杰罗姆·弗林, 克里斯托弗·海维尤, 约瑟夫·戴浦西, 雅各布·安德森, 伊恩·格雷, 安东·莱瑟, 理查德·多默, 杰玛·韦兰, 本·克朗普顿, 哈弗波·朱利尔斯, 比昂森, 丹尼尔·波特曼, 鲁珀特·范西塔特, 贝拉·拉姆齐", 美国
雷霆沙赞,04/05/2019,6.2,"动作, 奇幻, 冒险","大卫·, 桑德伯格","扎克瑞·莱维, 马克·斯特朗, 亚瑟·安其, 杰克·迪伦, 格雷泽, 杰曼·翰苏, 费丝·赫尔曼, 约文·阿曼德, 陈琦烨, 格蕾丝·富尔顿, 亚当·布罗迪, 梅根·古德, 米歇尔·博斯, 罗斯·巴特勒, 玛尔塔·米兰斯, 库珀·安德鲁斯, 罗维娜·亚瓦里, 埃文·马什, 娜塔莉·萨福兰, 科特罗纳, 艾娃·普雷斯顿, 安迪·奥修, 卡尔森·迈克马克, 莎伊娜·瑞恩, 莎拉·贝纳尼, 安吉莉卡·利斯克, 辛迪·戴, 洛塔·洛斯滕, 西蒙·诺斯伍德, 戴维·科赫史密斯, 卢·卢, 萨夫兰, 亚当·罗德内斯, 杰夫·桑卡, 阿里·巴德沙阿, 大卫·, 麦克尼尔, 达娜·雷兹尼克, 迪索·拉莫斯", 美国 / 加拿大
小飞象 ,03/29/2019,6.6,"奇幻, 冒险",蒂姆·波顿,"伊娃·格林, 科林·法瑞尔, 迈克尔·基顿, 妮可·帕克, 芬利·霍宾斯, 丹尼·德维托, 艾伦·阿金, 卡米尔·雷米泽斯基, 约瑟夫·盖特, 桑迪·马丁, 乔·奥斯蒙德, 莎朗·鲁妮, 拉斯·艾丁格, 罗珊·塞斯, 道比·欧帕瑞, 迈克尔·巴佛, 杰茜·维宁, 伯纳多·桑托斯, 贝恩·科拉科, 文森特·阿德里安, 菲利普·罗施, 露西·德维托, 拉普洛斯·卡伦福佐斯, 阿梅吉特·德尤, 史蒂芬·萨姆森, 埃里克·海登", 美国
海市蜃楼 ,03/28/2019,7.7,"科幻, 悬疑, 惊悚",奥里奥尔·保罗,"阿德里亚娜·乌加特, 奇诺·达林, 阿尔瓦罗·莫奇, 诺拉·纳瓦斯, 哈维尔·古铁雷斯, 米格尔·费南德斯, 克拉拉·塞古拉, 米玛·里埃拉, 艾娜·克洛特, 阿尔伯特·佩雷斯, 弗兰塞斯克·奥雷利亚, 阿娜·瓦格纳, 西尔维亚·阿隆索, 贝伦·鲁埃达", 西班牙
爱,03/15/2019,9.2,"喜剧, 科幻, 动画, 恐怖, 奇幻","维克多·马尔多纳多, 加布里埃尔·彭纳基奥利, 阿尔弗雷多·托雷斯, 弗兰克·巴尔森, 阿尔贝托·米尔戈, 蒂姆·米勒, 达米安·纽诺, 杰罗姆·陈, 维塔利·舒舒科, 欧文·沙利文, 罗伯特·瓦利, 戴夫·威尔逊, 乔恩·叶, 哈维尔·雷西奥, 格雷西亚","斯科特·怀特, 诺兰·诺斯, 马修·杨, 金, 迈克尔·本耶尔, 乔什·布雷纳, 艾莉·康德伦, 亨利·杜思韦特, 亚伦·希梅尔斯坦, 斯蒂芬·卡皮契奇, 莫里斯·拉马奇, 艾米丽·奥布莱恩, 凯文·迈克尔, 理查德森, 海伦·萨德勒, 伊兰妮·谭, 柯克·桑顿, 萨米拉·威利, 玛丽·伊丽莎白, 温斯特德, 卡洛斯·阿拉斯拉奇, 亚当·巴特利, 托弗·戈瑞斯, 尤里·洛文塔尔, 克里斯托弗·, 帕森, 弗雷德·塔特西奥, 布鲁斯·托马斯, 艾玛·索内特, 加里·安东尼, 威廉斯, 盖瑞·科尔, 约翰·迪, 马吉欧, 克里斯·帕内尔, 吉姆·皮里, 内斯特·塞拉诺, 吉尔·塔利, 劳拉·沃德尔, 泰姆·温特斯, 格文多林·叶, 奥米德·阿布塔西, 安东尼奥·阿尔瓦雷斯, 布莱恩·布鲁姆, 格雷厄姆·汉密尔顿, 迪特尔·詹森, 安德烈·索格利扎索", 美国
我们 ,03/08/2019,6.4,"悬疑, 惊悚, 恐怖",乔丹·皮尔,"露皮塔·尼永奥, 温斯顿·杜克, 伊丽莎白·莫斯, 蒂姆·海德克, 莎哈迪·赖特, 约瑟夫, 伊万·艾利克斯, 叶海亚·阿卜杜勒, 迈丁, 安娜·迪奥普, 卡莉·谢尔顿, 诺尔·谢尔顿, 麦迪逊·柯里, 纳皮埃拉·格罗夫斯, 杜克·尼科尔森, 内森·哈灵顿, 卡拉·海沃德", 美国 / 日本 / 中国大陆
光,11/06/2020,7.4,"剧情, 家庭",郭修篆,"庄仲维, 张顺源, 陈子颖", 马来西亚
副总统 ,12/25/2018,6.9,"剧情, 喜剧, 传记, 历史",亚当·麦凯,"克里斯蒂安·贝尔, 艾米·亚当斯, 史蒂夫·卡瑞尔, 山姆·洛克威尔, 娜奥米·沃茨, 艾丽森·皮尔, 埃迪·马森, 贾斯汀·柯克, 丽莎盖伊·汉密尔顿, 杰西·普莱蒙, 比尔·坎普, 唐·麦克马纳斯, 莉莉·拉贝, 谢伊·惠格姆, 斯蒂芬·阿德利, 葛尔盖, 泰勒·派瑞, 杰夫·博斯利, 吉利安·阿美娜特, 马修·雅各布斯", 美国
宠儿 ,08/30/2018,7.5,"剧情, 喜剧, 同性, 传记",欧格斯·兰斯莫斯,"奥利维娅·科尔曼, 艾玛·斯通, 蕾切尔·薇兹, 尼古拉斯·霍尔特, 乔·阿尔文, 马克·加蒂斯, 蒂莫西·英纳斯, 珍妮·莱恩斯福德, 詹姆斯·史密斯, 詹姆斯·梅尔维尔, 杰克·维尔", 爱尔兰 / 英国 / 美国
私人战争 ,09/07/2018,7.1,"剧情, 传记, 战争",马修·海涅曼,"裴淳华, 詹米·多南, 汤姆·霍兰德, 斯坦利·图齐, 安东尼萨桑·杰苏萨桑, 费伊·马赛", 美国
疯狂的外星人,02/05/2019,6.4,"喜剧, 科幻",宁浩,"黄渤, 沈腾, 汤姆·派福瑞, 马修·莫里森, 徐峥, 于和伟, 雷佳音, 刘桦, 邓飞, 蔡明凯, 王戈, 凯特·纳尔逊, 王砚伟, 呲路", 中国大陆
驯龙高手3 ,03/01/2019,7.4,"动画, 奇幻, 冒险",迪恩·德布洛斯,"杰伊·巴鲁切尔, 亚美莉卡·费雷拉, 默里·亚伯拉罕, 凯特·布兰切特, 杰拉德·巴特勒, 克雷格·费格森, 乔纳·希尔, 克里斯托夫·梅兹, 普莱瑟, 克里斯汀·韦格, 基特·哈灵顿, 罗宾·阿特金, 唐斯, 基隆·埃利奥特, 吉迪恩·埃默里, 阿什利·詹森, 奥拉维尔·达里, 奥拉夫松, 詹姆士·谢, 大卫·田纳特", 美国
新喜剧之王,02/05/2019,5.7,"剧情, 喜剧","周星驰, 邱礼涛","王宝强, 鄂靖文, 张全蛋, 景如洋, 张琪, 袁兴哲, 田启文, 黄骁鹏, 蔡哲睿, 苗溢伦", 中国大陆 / 中国香港
飞驰人生,02/05/2019,6.9,喜剧,韩寒,"沈腾, 黄景瑜, 尹正, 张本煜, 尹昉, 田雨, 魏翔, 赵文瑄, 腾格尔, 易小星, 李庆誉, 高华阳, 刘帅良, 李玲玉, 何穗, 潘晓婷, 田原, 李春嫒, 冯绍峰", 中国大陆
流浪地球,02/05/2019,7.9,"科幻, 冒险, 灾难",郭帆,"屈楚萧, 吴京, 李光洁, 吴孟达, 赵今麦, 隋凯, 屈菁菁, 张亦驰, 杨皓宇, 阿尔卡基·沙罗格拉茨基, 李虹辰, 杨轶, 姜志刚, 张欢, 雷佳音, 宁浩, 刘慈欣, 郭京飞, 王智, 张子贤, 路阳, 张宁, 张小北, 饶晓志, 陶珞依, 吴晓亮, 龚格尔, 郭帆", 中国大陆
阿丽塔,02/22/2019,7.5,"动作, 科幻, 冒险",罗伯特·罗德里格兹,"罗莎·萨拉查, 克里斯托弗·瓦尔兹, 基恩·约翰逊, 艾德·斯克林, 马赫沙拉·阿里, 詹妮弗·康纳利, 杰基·厄尔, 哈利, 拉娜·康多, 小豪尔赫·兰登伯格, 艾莎·冈萨雷斯, 卡斯帕·范, 迪恩, 米歇尔·罗德里格兹, 爱德华·诺顿, 杰夫·法赫, 山姆·麦地那, 德里克·梅耶斯, 艾丽·拉蒙特, 豪尔赫·, 希门尼斯, 马克·扎罗, 比利·布莱尔, 伦纳德·吴, 特里斯坦·里格斯, 迈克尔·洛夫, 托利弗, 金, 达塞尔·丹妮尔, 马克·, 怀特", 美国 / 日本 / 加拿大
怒晴湘西,01/21/2019,7.2,"剧情, 奇幻, 冒险",费振翔,"潘粤明, 高伟光, 辛芷蕾, 曹卫宇, 盛冠森, 阿丽亚, 张承, 姜宝成, 桑茗胜, 莫涂弘哲, 张熙, 陈剑, 李洪涛, 侯桐江, 陈瑾, 巴多, 冯丹菊, 韩楠, 边芳, 郑乃涛, 汪迪, 夏小帆, 杨珺钦, 杜子蓝, 朱利强, 欧正宽, 欧通锐, 蒋许乐, 叶恺文, 韩庚泽", 中国大陆
绿皮书 ,03/01/2019,8.9,"剧情, 喜剧, 传记",彼得·法雷里,"维果·莫腾森, 马赫沙拉·阿里, 琳达·卡德里尼, 塞巴斯蒂安·马尼斯科, 迪米特·, 马里诺夫, 迈克·哈顿, 伯恩, 乔·柯蒂斯, 玛姬·尼克松, 冯·刘易斯, 乔恩·索特兰, 唐·斯达克, 安东尼·曼加诺, 保罗·斯隆, 珍娜·劳伦索, 肯尼斯·以色列, 伊克博·塞巴, 尼克·瓦莱隆加, 大卫·安, 迈克·切罗内, 杰拉尔丁·辛格, 马丁·巴特斯, 布拉德福德, 格拉伦·布莱恩特, 班克斯, 汤姆·维图, 夏恩·帕特洛, 丹尼斯·, 霍尔, 吉姆·克洛克, 戴恩·罗兹, 布赖恩·斯特帕尼克, 乔恩·迈克尔, 戴维斯, 布莱恩·库瑞, 托尼亚·马尔多纳多", 美国 / 中国大陆
黑镜,12/28/2018,6.8,"剧情, 科幻, 悬疑, 惊悚",大卫·斯雷德,"菲恩·怀特海德, 克雷格·帕金森, 爱丽丝·洛维, 阿西姆·乔杜里, 威尔·保尔特, 塔露拉·哈登, 卡特里奥·诺克斯, 保罗·布拉德利, 乔纳森·阿里斯, 霍顿, 弗勒尔·基思, 劳拉·埃弗兰, 阿伦·阿萨德, 苏珊妮·伯登, 杰夫·明特, 乔恩, 乔·英克彭, 汤姆·麦卡尔, 埃利·皮尔西, 斯蒂芬·拉什布鲁克, 罗森达·桑德尔, 桑德拉·特蕾丝", 英国 / 美国
,01/10/2019,6.5,"动作, 犯罪",五百,"王千源, 包贝尔, 王迅, 王砚辉, 屈菁菁, 周游, 韩烨洲, 盖玥希, 刘敏涛, 梅婷, 潘粤明, 乔振宇, 景岗山, 杜源, 高捷, 寇占文, 刘天佐, 马浴柯, 霍青, 邢瀚卿, 李蓓蕾, 万沛鑫, 张皓然, 谢孟伟, 姜寒, 肖涵, 吕晓霖, 马京京, 黎宇航, 成方旭, 王子清, 王昱涵, 王昱淇, 郭紫铭, 要武, 滕根, 张奥", 中国大陆
密室逃生 ,01/18/2019,7.2,"悬疑, 惊悚",亚当·罗比特尔,"泰勒·拉塞尔, 洛根·米勒, 黛博拉·安沃尔, 泰勒·莱伯恩, 杰·埃利斯, 尼克·多达尼, 杰西卡·萨顿, 约里克·范, 韦杰宁根, 杰米, 李·蒙尼, 亚当·罗比特尔, 韦尔·廷德尔, 肯尼思·霍, 科尼利厄斯·吉尼, 保罗·汉普赛尔, 佩泰·塞彭克, 丹·格伦伯格, 吉诺·李", 美国 / 南非
蒙上你的眼 ,12/13/2018,7.2,"剧情, 科幻, 惊悚",苏珊娜·比尔,"桑德拉·布洛克, 崔凡特·罗兹, 约翰·马尔科维奇, 莎拉·保罗森, 杰基·韦佛, 罗莎·萨拉查, 丹妮尔·麦克唐纳, 里尔·莱尔, 哈瓦瑞, 汤姆·霍兰德, 机关枪凯利, 黄荣亮, 普路特·泰勒, 文斯, 维维恩·莱拉, 布莱尔, 帕敏德·纳格拉, 丽贝卡·彼得根, 艾米·古麦尼克, 泰勒·汉德雷, 海皮·安德森, 大卫·达斯马齐连, 基思·雅各, 克里斯托弗洛根, 弗兰克·莫特克, 泰德·霍利斯, 麦特·伦纳德", 美国
野梨树 ,05/18/2018,8.1,剧情,"努里·比格, 锡兰","岛吾·德米尔考, 穆拉特·杰姆吉尔, 本努·耶勒德热姆拉尔, 哈扎尔·埃尔居奇卢, 塞尔坎·凯斯金, 塔梅尔·莱文特, 厄内尔·埃尔坎, 里法特·桑贾尔, 阿克·阿克苏, 卡迪尔·瑟米克, 欧扎·费什特", 土耳其 / 马其顿 / 法国 / 德国 / 波黑 / 保加利亚 / 瑞典
罗马 ,05/10/2019,8.2,"剧情, 家庭",阿方索·卡隆,"雅利扎·阿巴里西奥, 玛丽娜·德, 塔维拉, 迭戈·科蒂娜, 奥特里, 卡洛斯·佩拉尔塔, 马科·格拉夫, 丹妮拉·德米萨, 南茜·加西亚, 维罗妮卡·加西亚, 安迪·科特斯, 费尔南多·格雷迪亚加, 豪尔赫·安东尼奥, 格雷罗, 拉丁·洛弗", 墨西哥 / 美国
来电狂响,12/28/2018,5.8,"剧情, 喜剧",于淼,"佟大为, 马丽, 霍思燕, 乔杉, 田雨, 代乐乐, 奚梦瑶, 艾伦, 张晨光, 杨玏, 克拉拉, 许娣, 李萍, 张帆, 徐冬冬, 何泓姗, 姜来, 刘家祎, 杜江, 钟鹿纯, 丁龙儿, 丁歌, 韩昕妤, 耿杨, 李柄熹, 刘润男, 贝镜水, 李伟, 赵宇涵, 马嘉璐, 津玮, 毕大勋, 刘剑, 常诚, 李恬洁, 贝乐乐", 中国大陆
深入敌后 ,11/30/2001,7.4,"动作, 惊悚, 战争",约翰·摩尔,"欧文·威尔逊, 吉恩·哈克曼, 盖布瑞·马赫特, 查尔斯·马利克, 威特福德, 乔昆姆·德, 阿尔梅达, 大卫·凯斯, 奥莱克·克鲁帕, 弗拉基米尔·马什科夫, 马尔科·伊贡达, 伊尔·波戴尔, 吉奥夫·皮尔森, 山姆·贾格, 尚恩·约翰逊, 唐·温斯顿", 美国
太阳泪 ,03/07/2003,7.3,"剧情, 动作, 惊悚, 战争",安东尼·福奎阿,"布鲁斯·威利斯, 莫妮卡·贝鲁奇, 科尔·豪瑟, 伊默恩·沃克, 约翰尼·梅辛纳, 尼克·齐兰德, 查尔斯·英格拉姆, 保罗·弗朗西斯, 查德·史密斯, 汤姆·斯凯里特, 马利克·鲍恩斯, 阿科苏阿·巴西亚, 萨米·罗蒂比, 本杰明·奥切恩格, 吉米·让, 刘易斯, 菲奥纽拉·弗拉纳根, 彼得·门萨, 艾莉森·迪安, 哈里·范, 戈库姆, 威廉·伍德, 贾斯汀·罗杰斯豪尔", 美国
美国黑帮 ,11/02/2007,7.9,"剧情, 犯罪",雷德利·斯科特,"丹泽尔·华盛顿, 罗素·克劳, 切瓦特·埃加福, 乔什·布洛林, 里玛莉·娜妲, 泰德·拉文, 罗杰·格午埃文, 史密斯, 约翰·浩克斯, 罗伯特·菲茨杰拉德, 迪格斯, 尤尔·瓦斯克斯, 露比·迪, 鲁本·桑地亚哥, 哈德森, 卡拉·古奇诺", 美国 / 英国
训练日 ,10/05/2001,8.0,"剧情, 惊悚, 犯罪",安东尼·福奎阿,"丹泽尔·华盛顿, 伊桑·霍克, 斯科特·格伦, 汤姆·贝伦杰, 哈里斯·于林, 伊娃·门德斯, 德瑞博士, 史努比狗狗", 美国 / 澳大利亚
星河战队,08/21/2017,6.1,"动作, 科幻, 动画","荒牧伸志, 松本胜","卡斯帕·范, 迪恩, 迪娜·迈耶, 德雷·戴维斯, 露西·克里斯蒂安", 美国 / 日本
鬼作秀 ,11/12/1982,7.3,"喜剧, 恐怖","乔治·, 罗梅罗","哈尔·霍尔布鲁克, 莱斯利·尼尔森, 阿德里安娜·巴比欧, 马绍尔, 艾德·哈里斯, 特德·丹森, 斯蒂芬·金", 美国
四兄弟 ,08/12/2005,7.1,"剧情, 动作, 悬疑, 犯罪",约翰·辛格顿,"马克·沃尔伯格, 泰瑞斯·吉布森, 安德雷·本杰明, 加内特·赫德兰, 泰伦斯·霍华德", 美国
