name,date,rate,type,director,cast,country
机器纪元 ,11/28/2014,6.3,"科幻, 惊悚",加贝·伊班内兹,"安东尼奥·班德拉斯, 迪伦·麦克德莫特, 梅兰尼·格里菲斯, 比吉特·约尔特, 索伦森, 罗伯特·福斯特, 蒂姆·麦克纳尼, 安迪·尼曼, 大卫·莱尔, 安德鲁·蒂曼, 克里斯蒂娜·坎贝尔, 克里斯蒂娜·谭, 丹尼·基兰, 菲利普·罗施, 哈维尔·巴登, 哈里·阿尼奇金", 西班牙 / 保加利亚
刀走偏锋 ,10/07/2002,6.7,"科幻, 悬疑, 惊悚",文森佐·纳塔利,"杰瑞米·诺森, 刘玉玲, 尼格尔·本内特, 蒂莫西·韦伯, 大卫·休莱特, 卡瑞·玛切特, 约瑟夫·斯科伦, 阿诺德·平诺克, 博伊德·班克斯", 美国
异次元骇客 ,05/28/1999,8.4,"科幻, 悬疑, 惊悚",约瑟夫·鲁斯纳克,"克雷格·比尔克, 阿明·缪勒, 斯塔尔, 格瑞辰·摩尔, 文森特·多诺费奥, 丹尼斯·海斯伯特, 斯蒂文·沙博, 里夫·霍顿, 莱昂·里皮, 珍妮特·麦克拉克伦, 布拉德·威廉姆, 亨克, 伯特·布洛斯, 霍华德·, 米勒, 蒂娅·德克萨达, 施瑞·阿普莱碧, 鲍勃·克莱德宁, 艾莉森·洛曼, 托妮·索耶, 李韦弗, 杰弗里·里瓦斯, 约翰尼·克劳福德, 威尔·华莱士", 美国 / 德国
火线狙击 ,07/09/1993,7.3,"剧情, 动作, 惊悚",沃尔夫冈·彼德森,"克林特·伊斯特伍德, 约翰·马尔科维奇, 蕾妮·罗素, 迪伦·麦克德莫特, 盖瑞·科尔, 弗雷德·多尔顿, 汤普森, 约翰·马奥尼, 格雷戈里·艾伦, 威廉斯, 克莱德·草津, 史蒂夫·海特纳, 托宾·贝尔, 艾尔莎·瑞雯, 帕特里卡·达博, 瑞安·库托纳, 布赖恩·利比, 埃里克·布鲁斯科特尔, 约翰·赫德, 沃尔特·麦克弗森, 罗伯特·皮特斯, 里克·赫斯特, 约书亚·马林纳, 苏姗·李, 霍夫曼, 西尔克·科扎特, 柯克乔丹, 史蒂夫·雷尔斯巴克", 美国
代号47 ,08/21/2015,6.2,"动作, 惊悚, 犯罪",亚历山大·巴赫,"鲁伯特·弗兰德, 汉娜·韦尔, 扎克瑞·昆图, 塞伦·希德, 托马斯·克莱舒曼, 杨颖, 丹·巴克达尔, 迈克尔·博恩哈特, 米凯拉·卡斯帕, 杰瑞·霍夫曼, 塞巴斯蒂安·胡克, 罗夫·凯尼斯, 海伦娜·皮斯克, 尤尔根·普洛斯诺, 许优美, 兰斯·埃明格, 理查德·艾沃特, 埃米里奥·瑞弗拉, 克里斯·泰辛格", 美国 / 英国 / 德国 / 加拿大
透明人2 ,05/23/2006,5.6,"动作, 科幻, 惊悚, 恐怖",,"克里斯蒂安·史莱特, 彼得·费辛利", 美国
终结者3 ,08/29/2003,7.3,"动作, 科幻, 惊悚",乔纳森·莫斯托,"阿诺·施瓦辛格, 尼克·斯塔尔, 克莱尔·丹妮丝, 克里斯塔娜·洛肯, 大卫·安德鲁, 马克·法姆吉列蒂, 阿尔·伯恩, 茉拉哈瑞斯, 克里斯多福·劳福德, 卡罗琳·赫尼塞, 杰·阿克沃内, 迈克·康纳, 盖尼, 布莱恩·斯特斯, 阿兰娜·库瑞, 罗伯特·阿隆佐, 迈克尔·帕帕约翰, 蒂莫斯·道灵, 乔恩·福斯特, 马克·希克斯, 马特·杰拉德, 威廉姆·奥利莱里, 丽贝卡·蒂尔尼, 克里斯·哈德维克, 埃里克·里特尔", 美国 / 德国 / 英国
终结者2,07/03/1991,8.7,"动作, 科幻",詹姆斯·卡梅隆,"阿诺·施瓦辛格, 琳达·汉密尔顿, 爱德华·福隆, 罗伯特·帕特里克, 阿尔·伯恩, 乔·莫顿, 埃帕莎·默克森, 卡斯图罗·格雷拉, 丹尼·库克塞, 詹妮特·戈德斯坦恩, 山德·贝克利, 莱思莉·汉密尔顿, 格伦, 彼得·舒鲁姆, 唐·雷克, 吉姆·帕尔默, 格温达·迪肯, 科林·帕特里克, 林奇, 妮基·考克斯, 德沃恩·尼克森, 阿卜杜勒·萨拉姆, 埃尔·拉扎克, 迈克·马斯喀特, 迪恩·诺里斯, 查尔斯·, 坦伯罗, 丹尼·皮尔斯, 马克·克里斯托弗, 劳伦斯, 林凡, 乔尔·克莱默, 斯科特·肖, 史文, 欧尔·托尔森, 小威廉·威谢尔", 美国 / 法国
终结者 ,,8.2,"动作, 科幻, 惊悚",詹姆斯·卡梅隆,"阿诺·施瓦辛格, 迈克尔·比恩, 琳达·汉密尔顿, 保罗·温菲尔德, 兰斯·亨利克森, 里克·罗索维奇, 贝丝·莫塔, 阿尔·伯恩, 迪克·米勒, 弗兰科·哥伦布, 比尔·帕克斯顿, 布莱恩·汤普森, 小威廉·威谢尔, 菲利普·戈登, 哈丽特·梅丁, 玛丽安妮·穆勒雷尔, 达雷尔·马普森, 斯坦·耶尔", 美国 / 英国
终结者2018 ,06/09/2009,6.7,"动作, 科幻, 惊悚, 冒险","约瑟夫·麦克金提, 尼彻","克里斯蒂安·贝尔, 萨姆·沃辛顿, 穆恩·布拉得古德, 海伦娜·伯翰, 卡特, 安东·叶利钦, 布莱丝·达拉斯, 霍华德, 科曼, 简·亚历山大, 迈克尔·艾恩塞德, 克里斯·勃朗宁, 贝丝·贝利, 巴斯特·雷维斯, 格雷格·塞拉诺, 布鲁斯·麦金托什, 特雷瓦·埃迪内, 迪兰·科宁, 迈克尔·帕帕约翰, 克里斯·阿斯沃思, 格雷格·普利特, 泰瑞·克鲁斯, 扎克·麦克格温, 艾萨克·卡皮, 布兹·萨瑟兰德, 大卫·米德桑德, 安居尔·尼加姆, 罗兰佐·卡伦德, 乔·巴齐尔, 罗兰德·基金格, 布莱恩·斯蒂尔, 琳达·汉密尔顿, 保罗·, 珀尔特, 弗兰克·鲍沃斯", 美国 / 德国 / 英国 / 意大利
借刀杀人 ,08/06/2004,7.5,"剧情, 惊悚, 犯罪",迈克尔·曼,"汤姆·克鲁斯, 杰米·福克斯, 贾达·萍克, 史密斯, 马克·鲁弗洛, 彼得·博格, 布鲁斯·麦克吉尔, 哈维尔·巴登, 杰森·斯坦森, 艾尔玛·霍尔, 巴里·沙巴卡, 亨利, 理查德·琼斯, 博德希·埃夫曼, 黛比·玛扎, 埃米里奥·瑞弗拉, 杰米·麦克布莱德", 美国
西部世界 ,11/21/1973,7.1,"科幻, 惊悚, 西部",迈克尔·克莱顿,"尤·伯连纳, 理查德·本杰明, 詹姆斯·布洛林, 诺曼·巴托德, 艾伦·欧朋海默, 维多利亚·肖, 迪克·范, 帕滕, 史蒂夫·弗兰肯, 迈克尔·西奥多, 米克勒, 特里·威尔森, 马杰尔·巴雷特, 安妮·兰道, 查尔斯·希尔, 韦德·克罗斯比", 美国
隔绝 ,01/13/2012,6.7,"科幻, 悬疑, 惊悚, 灾难",泽维尔·吉恩斯,"劳伦·日尔曼, 迈克尔·比恩, 米洛·文堤米利亚, 考特尼·万斯, 艾什顿·霍尔姆斯, 罗姗娜·阿奎特, 迈克尔·艾克朗德, 珍妮弗·布兰克, 伊凡·冈萨雷斯", 德国 / 美国 / 加拿大
杀人不分左右 ,03/13/2009,6.6,"剧情, 惊悚, 犯罪",丹尼斯·伊利亚迪,"加瑞特·迪拉胡特, 迈克尔·鲍文, 约书亚·考克斯, 瑞琪·琳德赫姆, 亚伦·保尔, 萨拉·帕克斯顿, 莫妮卡·波特, 托尼·戈德温, 玛莎·麦萨克, 斯宾塞·崔特, 克拉克", 美国
地球停转之日 ,12/12/2008,5.8,"剧情, 科幻, 灾难",斯科特·德瑞克森,"基努·里维斯, 詹妮弗·康纳利, 凯西·贝茨, 贾登·史密斯, 约翰·克里斯, 乔恩·哈姆, 凯尔·钱德勒, 罗伯特·克耐普, 吴汉章, 约翰·罗斯曼, 森塔·普拉萨德, 胡安·雷丁格尔, 萨姆·吉尔罗伊, 坦娅·钱普, 鲁奇娅·伯纳德, 艾莉森·多恩, 穆萨·克拉许, 麦肯泽, 丹尼尔·巴孔, 里斯·亚历山大, 舍治·哈德, 奥·盖尔, 理查德·蒂尔曼, 帕特里克·萨邦圭, 杰克博·布莱尔, 肖恩·琼斯, 杰克·麦克劳克林, 乔治·沙佩尔森, 玛茜·, 豪斯, 阿隆·克拉文, 罗杰·, 克劳斯, 希瑟·多克森, 神奈川宏幸, 大卫·里士满, 佩克, 达里恩·普罗沃斯特, 肯·科齐格, 布莱尔·雷德福, 布兰登·, 杰克逊, 泰·奥尔森, 道恩·楚拜, 祖舒华·克洛斯, 吉奥夫·米德, 迈克尔·霍根, 本·科顿, 凯文·凯斯, 教皇本尼迪克特十六世, 泰勒·麦克克莱顿, 安格拉·默克尔, 弗拉基米尔·普京, 小伯特兰·罗伯逊", 美国 / 加拿大
潜龙轰天 ,10/09/1992,7.0,"动作, 惊悚, 犯罪",安德鲁·戴维斯,"史蒂文·席格, 汤米·李, 琼斯, 加里·布塞, 埃丽卡·埃伦尼克, 戴米恩·查帕, 特洛伊·伊万斯, 李·辛顿, 帕特里克·奥尼尔, 格伦·莫肖尔, 伯尼·凯西, 雷蒙德·克鲁斯, 科尔姆·米尼, 理查德·琼斯, 乔治·张, 康拉德·, 帕尔米萨诺, 迈克尔·德, 巴雷斯, 尼克, 曼库索, 丹尼斯·利普斯科姆, 代尔·戴, 芭芭拉·布什, 乔治·布什, 迪克·切尼, 老本内特·韦恩, 迪恩, 杰米·格里登, 凯恩·霍德尔, 约翰·拉夫林, 迭戈·瓦尔拉夫, 凯文·韦恩", 法国 / 美国
沙丘 ,12/01/1984,6.1,"动作, 科幻, 冒险",大卫·林奇,"肖恩·杨, 帕特里克·斯图尔特, 斯汀, 凯尔·麦克拉克伦", 美国
幽灵船 ,10/25/2002,6.9,"悬疑, 惊悚, 恐怖",史蒂芬·贝克,"加布里埃尔·伯恩, 朱丽安娜·, 玛格丽丝, 朗·埃达德, 戴斯蒙德·哈灵顿, 艾赛亚·华盛顿, 卡尔·厄本, 艾米莉·布朗宁, 阿利克斯·迪米崔德斯", 美国 / 澳大利亚
狼人 ,01/27/2010,5.7,"剧情, 惊悚, 恐怖",乔·庄斯顿,"西蒙·梅雷尔斯, 杰玛·韦兰, 艾米莉·布朗特, 本尼西奥·德尔, 托罗, 马里奥·马林, 博尔克斯, 阿萨·巴特菲尔德, 安东尼·霍普金斯, 阿特·马里克, 大卫·斯特恩, 大卫·斯科菲尔德, 克里夫·罗素, 杰拉丁·卓别林, 埃米尔奥斯迪那, 里克·贝克, 奥尔加·费多里, 雨果·维文, 安东尼·舍尔, 约翰·欧文斯, 理查德·詹姆斯, 安迪·加什古德, 理查德·韩塞尔, 山姆·哈兹尔丁, 黛安·皮尔金顿, 罗伯特, 罗曼塔拉扎克, 布兰科·托莫维奇, 马克斯·冯, 叙多夫", 英国 / 美国
12回合 ,03/27/2009,6.2,"动作, 犯罪",雷尼·哈林,"约翰·塞纳, 艾丹·吉伦, 艾什丽·斯科特, 史蒂夫·哈里斯, 布莱恩·, 怀特", 美国
弯刀 ,09/03/2010,6.5,"动作, 惊悚, 犯罪","伊桑·曼尼奎斯, 罗伯特·罗德里格兹","丹尼·特雷霍, 罗伯特·德尼罗, 杰西卡·阿尔芭, 史蒂文·席格, 米歇尔·罗德里格兹, 杰夫·法赫, 切奇·马林, 唐·约翰逊, 谢伊·惠格姆, 琳赛·洛翰, 达里尔·沙巴拉, 阿若·希利, 汤姆·萨维尼, 比利·布莱尔, 费利克斯·萨贝茨, 伊莱克特拉·阿维兰, 埃莉斯·阿维兰, 玛西·麦迪森, 梅若·利尔, 亚历杭德罗·安东尼奥, 胡安·加布里, 帕雷哈, 艾丽西亚·雷切尔, 马雷克, 杰森·道格拉斯, 布伦特·斯米加, 克里斯·华纳, 吉姆·亨利, 蒂娜·罗德里格斯, 迪图·拉里瓦, 秦依凌, 尼姆罗德·安陶尔, 埃德加·阿雷拉, 罗丝·麦高恩, 斯泰西·基齐, 詹姆士·帕克斯, 海尔斯·杨", 美国
时空线索 ,03/20/2007,7.7,"动作, 科幻, 惊悚",托尼·斯科特,"丹泽尔·华盛顿, 宝拉·巴顿, 方·基默, 吉姆·卡维泽, 亚当·戈德堡, 布鲁斯·格林伍德, 艾丽·范宁", 美国 / 英国
黑雨 ,09/22/1989,7.3,"动作, 惊悚, 犯罪",雷德利·斯科特,"迈克尔·道格拉斯, 安迪·加西亚, 高仓健, 凯特·卡普肖, 松田优作, 若山富三郎", 美国
未来水世界 ,07/28/1995,7.4,"动作, 科幻, 惊悚, 冒险",凯文·雷诺兹,"凯文·科斯特纳, 珍妮·特里普里霍恩, 蒂娜·米乔里诺, 瑞克阿维莱斯", 美国
决战犹马镇 ,09/07/2007,8.0,"剧情, 动作, 犯罪, 西部",詹姆斯·曼高德,"罗素·克劳, 克里斯蒂安·贝尔, 罗根·勒曼, 达拉斯·罗伯特斯, 本·福斯特, 彼得·方达, 凡妮莎·肖, 艾伦·图代克, 卢斯·雷恩斯, 格瑞辰·摩尔, 约翰尼·威特沃斯", 美国
,07/25/2008,5.8,"剧情, 科幻, 悬疑, 惊悚",克里斯·卡特,"大卫·杜楚尼, 吉莲·安德森, 阿曼达·皮特, 比利·康诺利, 亚当·戈德利", 美国 / 加拿大
红色警戒999 ,07/27/2016,5.7,"剧情, 动作, 惊悚, 犯罪",约翰·希尔寇特,"切瓦特·埃加福, 卡西·阿弗莱克, 伍迪·哈里森, 安东尼·麦凯, 亚伦·保尔, 小克利夫顿·克林斯, 诺曼·瑞杜斯, 凯特·温丝莱特, 盖尔·加朵, 泰莉莎·帕尔墨, 迈克尔·肯尼斯, 威廉姆斯, 米歇尔·洪, 特伦斯·罗斯摩尔, 安东尼·贝勒索, 小路易斯·达, 席尔瓦, 伊恩·卡塞尔伯里, 罗杰·米切尔, 迈克尔·哈丁, 凯伦·凯亚, 利韦尔斯, 乔恩·阿兹, 卡洛斯·阿维尔斯, 玛丽·蕾切尔, 达德利, 科特·耶格尔, 克里斯汀·霍恩, 托尼·皮茨, 迪米特·, 马里诺夫, 苏珊·玛丽, 丹哲, 朱莉娅·埃费尔茨, 特雷冯·威廉姆斯", 美国
地牢围攻 ,05/18/2010,4.7,"剧情, 动作, 奇幻, 冒险",乌维·鲍尔,"杰森·斯坦森, 莉莉·索博斯基, 约翰·瑞斯, 戴维斯, 朗·普尔曼, 克莱尔·弗兰妮, 克里斯塔娜·洛肯, 雷·利奥塔", 德国 / 加拿大 / 美国
致命武器 ,03/06/1987,7.0,"动作, 惊悚, 犯罪",理查德·唐纳,"梅尔·吉布森, 丹尼·格洛弗, 加里·布塞, 米奇·瑞恩", 美国
赶尽杀绝 ,09/07/2007,7.4,"动作, 惊悚",迈克尔·戴维斯,"克莱夫·欧文, 莫妮卡·贝鲁奇, 保罗·吉亚玛提, 史蒂芬·麦克哈蒂", 美国
绝密飞行 ,09/08/2005,6.7,"动作, 科幻, 冒险",罗伯·科恩,"乔什·卢卡斯, 杰西卡·贝尔, 杰米·福克斯, 山姆·夏普德, 理查德·劳斯伯格, 乔·莫顿, 艾邦·摩斯, 巴克拉赫, 伍迪·奈史密斯, 尼古拉斯·哈蒙德, 乔尔·托贝克, 约翰·沃特斯, 陈敬权, 保罗·潘塔诺, 卡罗琳·德索扎, 尼古拉·尼克拉斐, 瓦维克·杨, 大卫·安德鲁, 温特沃斯·米勒, 梅根·盖尔", 美国
剑鱼行动 ,06/08/2001,7.5,"动作, 惊悚, 犯罪",多米尼克·塞纳,"约翰·特拉沃尔塔, 休·杰克曼, 哈莉·贝瑞, 唐·钱德尔, 山姆·夏普德, 维尼·琼斯, 德瑞·德, 玛泰, 鲁道夫·马丁, 扎克·格雷尼尔, 卡姆林·格里梅斯, 克里克·, 沃勒尔, 卡门·阿尔根齐亚诺, 蒂姆·迪凯, 威廉·麦鲍瑟, 伊利亚·沃里克, 乔纳森·弗垃泽, 达娜·喜, 丹尼·皮尔斯, 马克·索珀, 纳塔丽·索科洛娃, 尼克·罗兰, 蒂莫西·奥门德森, 泰特·多诺万, 塞拉·法伯, 唐·耶索", 美国 / 澳大利亚
惊变28周 ,05/11/2007,6.6,"科幻, 恐怖","胡安·卡洛斯, 弗雷斯纳迪罗","杰瑞米·雷纳, 哈罗德·佩里诺, 罗伯特·卡莱尔, 罗丝·伯恩, 凯瑟琳·麦克马克, 伊莫琴·普茨, 麦金托什·马格顿, 伊德里斯·艾尔巴", 英国 / 西班牙
诸神混乱之女神陷阱 ,12/03/2004,6.0,"剧情, 动作, 科幻, 动画, 犯罪",恩基·比拉,"琳达·哈蒂, 托马斯·克莱舒曼, 夏洛特·兰普林, 亚纳·柯勒特, 弗雷德里克·皮耶罗", 法国 / 意大利 / 英国
启示 ,12/08/2006,8.6,"剧情, 动作, 冒险",梅尔·吉布森,"鲁迪·杨布拉德, 达利娅·埃尔南德斯, 乔纳森·布雷维尔, 莫里斯·博德耶洛海德, 劳尔·特鲁希洛, 赫拉多·塔拉塞纳, 卡洛斯·伊米里奥, 巴厄兹, 阿米尔卡尔·拉米瑞兹, 伊斯雷尔·康特雷拉斯, 伊斯雷尔·里奥斯, 玛利亚·迪亚兹, 埃斯皮里迪恩·阿科斯塔, 卡奇, 梅拉·萨布罗, 伊阿祖娅·拉里奥斯, 艾贝尔·伍尔里奇", 美国
浪人 ,09/25/1998,7.6,"动作, 惊悚, 犯罪",约翰·弗兰克海默,"罗伯特·德尼罗, 让·雷诺, 娜塔莎·麦克艾霍恩, 斯特兰·斯卡斯加德, 肖恩·宾", 英国 / 法国 / 美国
雪盲 ,09/11/2009,5.8,"动作, 悬疑, 惊悚, 犯罪",多米尼克·塞纳,"凯特·贝金赛尔, 盖布瑞·马赫特, 汤姆·斯凯里特, 哥伦布·绍特, 艾历克斯·奥洛林, 肖恩·多伊尔, 亚瑟·霍尔顿, 巴沙尔·拉海尔, 朱利安凯恩, 丹尼斯·基弗, 波拉琴希克森, 肖恩·塔克, 帕特里克·萨邦圭, 莎拉·墨菲, 戴森", 美国 / 加拿大 / 法国 / 土耳其
鬼讯号2,01/05/2007,6.4,"剧情, 惊悚, 恐怖, 奇幻",帕特里克·卢西尔,"内森·菲利安, 凯缇·萨克霍夫, 克雷格·法布拉斯, 艾德里安·霍姆斯, 肯德尔·克洛斯, 泰瑞尔·罗瑟里, 约书亚·巴拉德, 大卫·穆利尔查德, 泰根·摩斯, 大卫·奥斯, 瓦妮莎·托马西诺, 马诺·苏德, 艾伦·坡尔, 杰瑞德·基苏, 哈尔兰·库特沙尔, 约瑟夫·梅, 艾丽卡·沙耶, 盖尔, 塔米·吉利斯, 柯瑞·蒙特斯, 基马尼·雷, 史密斯, 奎恩·罗德, 汤姆·艾尔金斯, 菲利普·米切尔", 美国 / 加拿大
致命报应 ,04/04/2007,6.2,"惊悚, 恐怖",,"希拉里·斯万克, 安娜索菲亚·罗伯, 伊德里斯·艾尔巴, 大卫·莫瑞瑟", 美国
惊变28天 ,11/01/2002,7.1,"剧情, 科幻, 惊悚, 恐怖",丹尼·博伊尔,"基里安·墨菲, 娜奥米·哈里斯, 克里斯托弗·埃克莱斯顿, 梅根·伯恩斯, 布莱丹·格里森, 亚历克斯·帕尔墨, 宾杜·德, 斯图潘尼, 大卫·施奈德, 托比·塞奇威克, 诺亚·亨特雷", 英国
阿帕鲁萨镇 ,10/03/2008,7.0,"剧情, 动作, 犯罪, 西部",艾德·哈里斯,"杰瑞米·艾恩斯, 蒂莫西·, 墨菲, 卢斯·雷恩斯, 博伊德·肯斯特纳, 艾德·哈里斯, 维果·莫腾森, 詹姆斯·盖蒙, 蒂莫西·斯波, 汤姆·鲍尔, 弗雷迪·海斯, 尼尔·萨默斯, 蕾妮·齐薇格, 阿里亚德娜·希尔, 克里夫·格拉沃, 瑞克斯·林恩, 兰斯·亨利克森, 蕾切尔·德, 拉·托尔", 美国
致命对决 ,06/19/2015,6.1,"剧情, 动作, 惊悚","马克·斯蒂文, 约翰逊","罗伯特·德尼罗, 约翰·特拉沃尔塔, 米洛·文堤米利亚, 伊丽莎白·奥林, 黛安娜·柳贝诺娃, 卡林·塞尔梅诺夫, 斯蒂芬·施特雷夫", 美国 / 比利时 / 保加利亚
阿波罗18号 ,09/01/2011,6.0,"科幻, 惊悚, 恐怖","贡萨洛·洛佩斯, 加列戈","沃伦·克里斯蒂, 劳埃德·欧文, 迈克尔·科普萨, 安德鲁·爱尔莱", 美国 / 加拿大
星河战队3,08/05/2008,5.3,"动作, 科幻, 冒险",爱德华·诺麦尔,"卡斯帕·范, 迪恩, 乔琳纳·布拉洛克, 斯蒂芬·霍根, 波瑞斯·科乔, 阿曼达·多诺休, 玛内特·帕特森, 斯特里奥·萨万特, 坦娅·范, 格拉恩, 柯基·法尔考, 史蒂芬·詹宁斯, 格兰特·斯旺比, 乔·瓦兹, 卡尔·桑宁, 蒂龙·基奥, 凯文·奥托, 劳伦·麦格雷, 科里·伯顿, 凯瑟琳·奥克森伯格", 美国 / 南非 / 德国
世界末日 ,07/01/1998,7.8,"科幻, 灾难",迈克尔·贝,"布鲁斯·威利斯, 本·阿弗莱克, 丽芙·泰勒, 威廉·菲克纳, 比利·鲍伯, 松顿, 史蒂夫·布西密, 迈克·克拉克, 邓肯", 美国
星河战队 ,11/07/1997,7.9,"动作, 科幻, 惊悚, 冒险",保罗·范霍文,"卡斯帕·范, 迪恩, 迪娜·迈耶, 丹妮丝·理查兹, 杰克·布塞, 尼尔·帕特里克, 哈里斯, 克兰西·布朗, 塞斯·吉列姆, 帕特里克·茂顿, 迈克尔·艾恩塞德, 露·麦克拉纳罕, 马绍尔·贝尔, 埃里克·布鲁斯科特尔, 马特·莱文, 布蕾克·林斯利, 安东尼·瑞维瓦, 布兰达·斯特朗, 迪恩·诺里斯, 克里斯托弗·柯里, 莱诺尔·卡斯多夫, 罗伯特·斯莫特, 斯蒂芬·福特, 罗伯特·大卫, 豪尔, 艾米·斯马特, 蒂莫西·奥门德森, 代尔·戴", 美国
守日人 ,01/01/2006,7.4,"动作, 惊悚, 奇幻",提莫·贝克曼贝托夫,"康斯坦丁·哈宾斯基, 玛利亚·巴洛申娜, 弗拉基米尔·缅绍夫, 加林娜·秋宁娜", 俄罗斯
星河战队,07/21/2012,6.7,"动作, 科幻, 动画",荒牧伸志,, 美国 / 日本
贝奥武夫 ,11/16/2007,6.7,"动作, 动画, 奇幻, 冒险",罗伯特·泽米吉斯,"雷·温斯顿, 克里斯平·格洛弗, 安吉丽娜·朱莉, 罗宾·怀特, 安东尼·霍普金斯, 约翰·马尔科维奇, 艾莉森·洛曼", 美国 / 英国
杀戮指令 ,05/13/2016,5.8,"动作, 科幻, 恐怖",史蒂文·戈麦斯,"凡妮莎·柯比, 托尔·林德哈特, 大卫·阿贾拉, 汤姆·麦凯, 黛博拉·罗桑, 宾利·卡鲁", 英国
终极标靶 ,11/04/1993,6.6,"动作, 惊悚, 犯罪",吴宇森,"尚格·云顿, 查克·费尔, 阿诺德·沃斯洛, 兰斯·亨利克森, 杨茜·巴特勒, 威利·, 卡彭特, 卡斯·莱蒙斯, 埃利奥特·基纳, 马科·圣约翰, 泰德·雷米, 史文, 欧尔·托尔森, 朱尔斯·西尔维斯特, 威尔福德·布利姆雷", 美国
守夜人 ,07/08/2004,7.0,"动作, 奇幻",提莫·贝克曼贝托夫,"康斯坦丁·哈宾斯基, 弗拉基米尔·缅绍夫, 阿雷克西·查多夫", 俄罗斯
进化危机 ,06/08/2001,6.8,"喜剧, 科幻",伊万·雷特曼,"大卫·杜楚尼, 朱丽安·摩尔, 奥兰多·琼斯, 西恩·威廉, 斯科特, 泰德·拉文, 伊桑·苏普利, 迈克尔·博维尔, 派特·基尔贝恩, 泰·布利尔, 丹·艾克罗伊德, 凯瑟琳·汤, 格里高利·伊齐恩, 萨拉·西尔弗曼, 理查德·莫尔, 迈克尔·麦克格雷迪, 斯蒂芬·吉尔伯恩, 韦恩·杜瓦尔, 迈克尔·查普曼, 凯尔·加斯, 温迪·布劳恩, 杰瑞·特雷纳, 米丽亚姆·福林, 马里·帕特, 格里森, 安德鲁·鲍文, 李·加林顿, 乔希·阿克曼, 约翰·赵, 阿德琳妮·史密斯, 克里斯·维尔德, 马蒂·贝拉夫斯基, 汤姆·戴维斯, 安格洛·瓦科, 艾琳·卡鲁菲, 汤姆·伍德鲁夫", 美国
灭顶之灾 ,06/10/2008,6.0,"科幻, 悬疑, 惊悚, 灾难",奈特·沙马兰,"马克·沃尔伯格, 佐伊·丹斯切尔, 约翰·雷吉扎莫, 阿什琳·桑切兹, 贝蒂·巴克利", 美国 / 印度 / 法国
鬼玩人 ,10/15/1981,7.1,恐怖,山姆·雷米,"布鲁斯·坎贝尔, 艾伦·桑德维斯, 贝琪·贝克, 特丽莎缇莉", 美国
特警判官 ,06/30/1995,6.6,"动作, 科幻, 惊悚, 犯罪",丹尼·加农,"西尔维斯特·史泰龙, 阿曼德·阿山特, 罗伯·施奈德, 戴安·琳恩, 陈冲, 马克斯·冯, 叙多夫", 美国
天兆 ,08/02/2002,6.5,"剧情, 科幻, 悬疑, 惊悚",奈特·沙马兰,"梅尔·吉布森, 华金·菲尼克斯, 罗瑞·卡尔金, 阿比盖尔·布雷斯林, 切莉·琼斯, 奈特·沙马兰", 美国
杀手,11/21/2007,7.2,"动作, 惊悚, 犯罪",泽维尔·吉恩斯,"蒂莫西·奥利芬特, 多格雷·斯科特, 欧嘉·柯瑞兰寇, 罗伯特·克耐普, 乌尔里奇·汤姆森, 亨利·伊安, 库斯克, 米切尔奥菲, 艾瑞克·艾伯纳尼, 乔·谢里丹, 詹姆斯·福克纳, 西里尔·奎伊, 弗拉迪米尔·克列夫, 保罗·巴雷特, 保罗·班迪, 萨比恩·克洛森, 阿森·布拉特奇基, 阿塔纳斯·斯雷布雷夫, 沃利扎·比尼夫, 大卫·威廉, 詹姆斯·埃利奥特, 厄兹詹·厄兹代米尔", 法国 / 美国
